Subject Area,Catalogue Number,Instructor Name,Total Enrolled,Average Grade (GPA),Std Dev (GPA)
HIST   ,164E    ,"APTER, ANDREW HERMAN",37.0,3.6648648648648647,0.47829438871790647
AFRC ST,201A    ,"APTER, ANDREW HERMAN",11.0,3.6727272727272724,0.6031597241963044
SOC SC ,410     ,"APTER, ANDREW HERMAN",52.0,3.8961538461538465,0.19111166536622837
HIST   ,275B    ,"APTER, ANDREW HERMAN",8.0,3.9625,0.09921567416492208
INTL DV,191     ,"APTER, ANDREW HERMAN",48.0,3.56875,0.750321111813691
HIST   ,214     ,"APTER, ANDREW HERMAN",7.0,3.914285714285714,0.1355261854357876
I A STD,191     ,"APTER, ANDREW HERMAN",11.0,3.8181818181818183,0.33253347560312513
ENV HLT,454     ,"ARABZADEH, HAMID",13.0,4.0,0.0
ENV HLT,253     ,"ARABZADEH, HAMID",15.0,3.8,0.4
NEURO  ,205     ,"ARAC, AHMET",36.0,3.7277777777777783,0.4356419982247854
EPIDEM ,212     ,"ARAH, ONYEBUCHI ANIWETA",16.0,3.9625,0.09921567416492208
EPIDEM ,M211    ,"ARAH, ONYEBUCHI ANIWETA",11.0,3.936363636363636,0.2012358511016242
STATS  ,M243    ,"ARAH, ONYEBUCHI ANIWETA",12.0,3.8166666666666664,0.21147629234082532
EPIDEM ,M204    ,"ARAH, ONYEBUCHI ANIWETA",76.0,3.896052631578948,0.18739262853676206
THEATER,M103D   ,"ARAIZA, JOSE EDMUNDO",50.0,3.864,0.3345205524328812
CCAS   ,M103D   ,"ARAIZA, JOSE EDMUNDO",47.0,3.917021276595745,0.23184656420689204
THEATER,150     ,"ARAIZA, JOSE EDMUNDO",67.0,3.91044776119403,0.2609593828738738
CCAS   ,M103G   ,"ARAIZA, JOSE EDMUNDO",34.0,3.7852941176470587,0.4615398478375064
THEATER,M103G   ,"ARAIZA, JOSE EDMUNDO",26.0,3.373076923076923,1.0002144740418628
THEATER,115A    ,"ARAIZA, JOSE EDMUNDO",13.0,3.946153846153846,0.1865285485074176
MATH   ,131B    ,"ARANT, TYLER JAMES",253.0,2.666403162055336,1.055840947413511
MATH   ,177     ,"ARANT, TYLER JAMES",144.0,2.8791666666666664,0.9276519791626838
MATH   ,182     ,"ARANT, TYLER JAMES",63.0,3.1873015873015875,0.7051943475207798
MATH   ,170E    ,"ARANT, TYLER JAMES",179.0,2.950837988826816,1.0517539867348804
MATH   ,114C    ,"ARANT, TYLER JAMES",55.0,2.9781818181818185,0.8243324371527234
MATH   ,M114S   ,"ARANT, TYLER JAMES",36.0,3.0944444444444446,1.0124075937103933
MATH   ,132     ,"ARANT, TYLER JAMES",45.0,3.6755555555555555,0.4357142568016875
MATH   ,31B     ,"ARANT, TYLER JAMES",389.0,2.7228791773778918,1.1639688943199087
MATH   ,135     ,"ARANT, TYLER JAMES",73.0,3.576712328767123,0.8151847505438472
MATH   ,33A     ,"ARANT, TYLER JAMES",473.0,3.0418604651162795,0.9775613213390857
MATH   ,42      ,"ARANT, TYLER JAMES",53.0,3.6037735849056602,0.5341055878053368
MATH   ,32AH    ,"ARANT, TYLER JAMES",41.0,3.1097560975609757,0.8510552640474176
MATH   ,142     ,"ARANT, TYLER JAMES",45.0,3.415555555555556,0.6689811674996059
MATH   ,61      ,"ARANT, TYLER JAMES",60.0,2.8899999999999997,0.9465199416811038
MATH   ,131A    ,"ARANT, TYLER JAMES",108.0,3.3231481481481486,0.8042257009398085
COM LIT,4DW     ,"ARAUJO, JASON ALEXANDER",23.0,3.573913043478261,0.8832831006629891
HUM GEN,405     ,"ARAUJO, REBECCA LYNN LESHAY",20.0,3.95,0.21794494717703367
HUM GEN,400A    ,"ARAUJO, REBECCA LYNN LESHAY",30.0,3.8766666666666665,0.24315061633115848
HUM GEN,404     ,"ARAUJO, REBECCA LYNN LESHAY",10.0,4.0,0.0
HUM GEN,400C    ,"ARAUJO, REBECCA LYNN LESHAY",40.0,3.9050000000000002,0.18296174463531983
HUM GEN,400B    ,"ARAUJO, REBECCA LYNN LESHAY",40.0,3.7550000000000003,0.35563323804166563
COMM   ,106     ,"ARBABZADAH, NUSHIN",117.0,3.717094017094017,0.4017675898936986
COMM   ,107     ,"ARBABZADAH, NUSHIN",362.0,3.744751381215469,0.2930833778389617
COMM   ,105     ,"ARBABZADAH, NUSHIN",367.0,3.765667574931881,0.3097305299937276
COMM   ,104     ,"ARBABZADAH, NUSHIN",116.0,3.529310344827586,0.6936929214020635
COMM   ,188A    ,"ARBABZADAH, NUSHIN",190.0,3.7215789473684207,0.2774083662437921
COMM   ,1       ,"ARBABZADAH, NUSHIN",413.0,3.8656174334140436,0.34561160146403663
MOL BIO,254C    ,"ARBOLEDA, VALERIE A",10.0,4.0,0.0
MOL BIO,254B    ,"ARBOLEDA, VALERIE A",10.0,4.0,0.0
HNRS   ,112     ,"ARDAM, JACQUELYN WENDY",45.0,3.8600000000000003,0.6031030868212609
EDUC   ,405C    ,"ARIAS, MELISSA SACHI",89.0,3.949438202247191,0.19552498935414014
EDUC   ,315B    ,"ARIAS, MELISSA SACHI",31.0,3.9451612903225803,0.21226688872725294
EDUC   ,319     ,"ARIAS, MELISSA SACHI",48.0,4.0,0.0
EDUC   ,405A    ,"ARIAS, MELISSA SACHI",75.0,4.0,0.0
EDUC   ,405B    ,"ARIAS, MELISSA SACHI",75.0,3.9466666666666668,0.16759740119968716
PHYSICS,192     ,"ARISAKA, KATSUSHI",561.0,3.994117647058823,0.041594516540385124
PHYSICS,M180G   ,"ARISAKA, KATSUSHI",54.0,3.85925925925926,0.5445074289594622
PUB AFF,140     ,"ARMENTA, AMADA",38.0,3.8526315789473684,0.42036127451043026
I M STD,155     ,"ARMENTA, AMADA",12.0,3.75,0.3905124837953327
PUB AFF,116     ,"ARMENTA, AMADA",461.0,3.7965292841648592,0.5332632866356517
HLT POL,436     ,"ARMENTROUT-WISWALL, THOMAS",11.0,3.5545454545454547,0.49426462614793404
PHILOS ,172     ,"ARMSTRONG, JOSHUA DAVID",165.0,3.713333333333334,0.41699259979384323
PHILOS ,272     ,"ARMSTRONG, JOSHUA DAVID",9.0,3.5555555555555554,1.257078722109418
PHILOS ,129     ,"ARMSTRONG, JOSHUA DAVID",19.0,3.878947368421053,0.2706307396248935
PHILOS ,596     ,"ARMSTRONG, JOSHUA DAVID",25.0,4.0,0.0
PHILOS ,7       ,"ARMSTRONG, JOSHUA DAVID",277.0,3.8613718411552345,0.27544960751994496
PHILOS ,M24     ,"ARMSTRONG, JOSHUA DAVID",135.0,3.6622222222222223,0.5490553054065335
LING   ,M7      ,"ARMSTRONG, JOSHUA DAVID",139.0,3.6503597122302156,0.6640159160699101
PHILOS ,137     ,"ARMSTRONG, JOSHUA DAVID",126.0,3.7896825396825395,0.4594388166046419
LAW    ,212     ,"ARNOLD, ALEXANDER LEE",47.0,3.5425531914893615,0.3624647779519713
LAW    ,145     ,"ARNOLD, ALEXANDER LEE",71.0,3.4577464788732395,0.35629627323140445
LAW    ,556     ,"ARNOLD, ALEXANDER LEE",10.0,3.87,0.38999999999999996
PHYSCI ,C130    ,"ARNOLD, ARTHUR P",108.0,3.6203703703703702,0.41716842216953387
BIOENGR,224B    ,"ARNOLD, COREY WELLS",69.0,3.9855072463768115,0.09053042137241402
COM LIT,100     ,"ARNOLD, WHITNEY L",32.0,3.79375,0.2423033996872516
COM LIT,1H      ,"ARNOLD, WHITNEY L",134.0,3.8141791044776117,0.31365752429752386
COM LIT,180     ,"ARNOLD, WHITNEY L",18.0,3.8277777777777775,0.19380848380569338
COM LIT,191     ,"ARNOLD, WHITNEY L",35.0,3.742857142857143,0.4114682520547358
SOCIOL ,M174    ,"ARNUSH, RUTH A",111.0,3.7837837837837838,0.5512541868101984
SOCIOL ,145     ,"ARNUSH, RUTH A",139.0,3.906474820143885,0.32942256720395013
GENDER ,M174    ,"ARNUSH, RUTH A",25.0,3.668,0.708079091627482
SPAN   ,2       ,"ARRANZ OTAEGUI, IKER",42.0,3.7023809523809526,0.673119283010818
SPAN   ,3       ,"ARRANZ OTAEGUI, IKER",43.0,3.704651162790698,0.5794759012875914
SPAN   ,180     ,"ARRIETA FERNANDEZ, NOHORA ALEJANDRA",49.0,3.836734693877551,0.3497485263063702
SPAN   ,119     ,"ARRIETA FERNANDEZ, NOHORA ALEJANDRA",25.0,3.84,0.3174901573277509
SPAN   ,280A    ,"ARROYO CALDERON, PATRICIA",13.0,3.869230769230769,0.4529979035180141
SPAN   ,180     ,"ARROYO CALDERON, PATRICIA",22.0,3.7045454545454546,0.8401716668348594
SPAN   ,44      ,"ARROYO CALDERON, PATRICIA",867.0,3.846482122260669,0.5565348079604909
SPAN   ,170     ,"ARROYO CALDERON, PATRICIA",57.0,3.8105263157894735,0.5811918216200272
CLUSTER,48B     ,"ARROYO CALDERON, PATRICIA",465.0,3.8481720430107527,0.3226268067329617
CLUSTER,48A     ,"ARROYO CALDERON, PATRICIA",492.0,3.935569105691057,0.2444819504302763
LAW    ,593     ,"ARULANANTHAM, AHILAN",49.0,3.8020408163265307,0.2075019507342456
C&EE   ,107     ,"ARZENO SOLTERO, ISABELLA BEATRIZ",38.0,3.8815789473684204,0.2654244497105629
C&EE   ,151     ,"ARZENO SOLTERO, ISABELLA BEATRIZ",60.0,3.6433333333333335,0.48831911242092046
C&EE   ,298     ,"ARZENO SOLTERO, ISABELLA BEATRIZ",13.0,3.930769230769231,0.12639751327042287
AN N EA,M166    ,"ASHBY, SOLANGE",21.0,3.8285714285714283,0.28642768079662034
HIST   ,M103A   ,"ASHBY, SOLANGE",45.0,3.2444444444444445,0.8365419709349928
ART HIS,M110D   ,"ASHBY, SOLANGE",27.0,3.5962962962962965,0.42902255960840713
AN N EA,M103A   ,"ASHBY, SOLANGE",57.0,3.426315789473684,0.756846253313182
LIFESCI,40      ,"ASKARY, AMJAD",147.0,3.2333333333333325,1.0066671171778963
MCD BIO,142     ,"ASKARY, AMJAD",72.0,3.966666666666667,0.16244657241348273
ECON   ,271A    ,"ASKER, JOHN WILLIAM",21.0,3.9380952380952383,0.2192545606327874
ECON   ,101     ,"ASKER, JOHN WILLIAM",251.0,3.070916334661355,0.7486979115245526
ECON   ,271B    ,"ASKER, JOHN WILLIAM",33.0,4.0,0.0
HIST   ,107C    ,"ASLANIAN, SEBOUH DAVID",56.0,3.635714285714286,0.5971445659579104
HIST   ,21      ,"ASLANIAN, SEBOUH DAVID",113.0,3.7690265486725667,0.57114690483779
HIST   ,107A    ,"ASLANIAN, SEBOUH DAVID",52.0,3.7326923076923078,0.4013061146221623
PUB AFF,M125    ,"ASTOR, RON AVI",258.0,3.8596899224806203,0.3631301002993347
SOC WLF,210A    ,"ASTOR, RON AVI",184.0,3.993478260869565,0.043749156081517596
EDUC   ,M177    ,"ASTOR, RON AVI",116.0,3.8594827586206897,0.35935249438396305
CHEM   ,30CL    ,"ATHAVALE, SOUMITRA",14.0,3.5428571428571423,0.31331017427801877
CHEM   ,236     ,"ATHAVALE, SOUMITRA",62.0,3.3725806451612907,0.48432505574808976
CHEM   ,248     ,"ATHAVALE, SOUMITRA",11.0,3.7909090909090906,0.32878438763682044
NURSING,3       ,"ATIENZA, EUNICE UYTINGBAN",142.0,3.7823943661971833,0.4772720746154093
NURSING,269     ,"ATIENZA, EUNICE UYTINGBAN",70.0,3.8628571428571425,0.1852962327667538
NURSING,168     ,"ATIENZA, EUNICE UYTINGBAN",59.0,3.796610169491526,0.26359065702875856
NURSING,164     ,"ATIENZA, EUNICE UYTINGBAN",51.0,3.4980392156862745,0.39679608833383423
NURSING,462     ,"ATIENZA, EUNICE UYTINGBAN",68.0,3.6382352941176475,0.31155653427338503
NURSING,13      ,"ATIENZA, EUNICE UYTINGBAN",121.0,3.890909090909091,0.42445881927013646
NURSING,115     ,"ATIENZA, EUNICE UYTINGBAN",49.0,3.6510204081632653,0.3785700533557727
ECON   ,173BX   ,"ATKESON, ANDREW GRANGER",207.0,3.9966183574879226,0.04853570080234362
ECON   ,202B    ,"ATKESON, ANDREW GRANGER",97.0,3.487628865979381,0.4765117520989432
ECON   ,167     ,"ATKESON, ANDREW GRANGER",165.0,3.977575757575757,0.08900222343257064
ECON   ,M188XP  ,"ATKESON, ANDREW GRANGER",50.0,4.0,0.0
MGMTMFE,431     ,"AUGUSTIN, PATRICK CONSTANT",119.0,3.460504201680673,0.3328558593319181
EPS SCI,M71     ,"AURNOU, JONATHAN M",29.0,3.1,0.859430444919874
A&O SCI,M71     ,"AURNOU, JONATHAN M",23.0,3.117391304347826,1.1783009779793083
EPS SCI,M171    ,"AURNOU, JONATHAN M",9.0,3.5888888888888886,0.530082686305625
MCD BIO,50      ,"AUSTIN, TINA ROSA",216.0,3.8185185185185184,0.331564235480332
MCD BIO,165A    ,"AUSTIN, TINA ROSA",156.0,3.591025641025641,0.6035548320078084
BMD RES,5HB     ,"AUSTIN, TINA ROSA",285.0,3.8778947368421046,0.22251147687416084
MCD BIO,90      ,"AUSTIN, TINA ROSA",151.0,3.89205298013245,0.28760789597795666
CESC   ,172XP   ,"AUYOUNG, MONA",35.0,3.8371428571428576,0.2652068888199381
HIST   ,M155    ,"AVILA, ERIC R",33.0,3.524242424242424,0.94837350493719
HNRS   ,167     ,"AVILA, ERIC R",15.0,3.9,0.14142135623730942
CLUSTER,60A     ,"AVILA, ERIC R",714.0,3.692016806722689,0.518947026703359
CLUSTER,60B     ,"AVILA, ERIC R",673.0,3.735512630014859,0.44394765655116736
CCAS   ,191     ,"AVILA, ERIC R",85.0,3.6952941176470593,0.5246636754324995
HIST   ,142D    ,"AVILA, ERIC R",112.0,3.6732142857142853,0.682561109621217
RES PRC,194C    ,"AVILA, JORGE",10.0,3.9,0.21908902300206648
WL ARTS,160     ,"AVILES PINO, FRANCISCO",12.0,4.0,0.0
CCAS   ,188     ,"AVILES, GUILLERMO G",35.0,3.46,0.8482587206406175
CCAS   ,157     ,"AVILES, GUILLERMO G",40.0,3.505,0.8610894262502589
CCAS   ,M105B   ,"AVILES, GUILLERMO G",11.0,3.1,1.1329767710047562
ENGL   ,M105B   ,"AVILES, GUILLERMO G",21.0,3.2761904761904765,1.0018576849341816
SOCIOL ,101     ,"AYALA, CESAR J",114.0,3.1140350877192984,0.7099391119162974
SOCIOL ,260     ,"AYALA, CÉSAR J",9.0,3.9000000000000004,0.14142135623730942
SOCIOL ,154     ,"AYALA, CÉSAR J",181.0,2.8309392265193374,0.9967536819013673
SOCIOL ,101     ,"AYALA, CÉSAR J",360.0,3.176111111111112,0.7589732749568758
SOCIOL ,191V    ,"AYALA, CÉSAR J",13.0,3.207692307692308,1.0922535197834293
ARCH&UD,415     ,"AYATA, AHMET KUTAN",32.0,3.828125,0.36591868546850675
ARCH&UD,414     ,"AYATA, AHMET KUTAN",33.0,3.8333333333333335,0.2856854242277012
ARCH&UD,411     ,"AYATA, AHMET KUTAN",12.0,3.8166666666666664,0.21147629234082532
ARCH&UD,222     ,"AYATA, AHMET KUTAN",93.0,3.69247311827957,0.28179019082105133
ARCH&UD,403C    ,"AYATA, AHMET KUTAN",11.0,3.9454545454545453,0.11570838237598043
ARCH&UD,401     ,"AYATA, AHMET KUTAN",11.0,3.936363636363636,0.2012358511016242
ARCH&UD,221     ,"AYATA, AHMET KUTAN",72.0,3.783333333333333,0.27638539919628335
PSYCH  ,M139    ,"AYOUB, MAYA CHRISTINA",10.0,4.0,0.0
DIS STD,M139    ,"AYOUB, MAYA CHRISTINA",20.0,3.785,0.870789871323731
MECH&AE,231A    ,"AYYASWAMY, PORTONOVO S",35.0,3.1771428571428566,0.7525521203727692
MECH&AE,231B    ,"AYYASWAMY, PORTONOVO S",14.0,3.585714285714286,0.5152768227677552
MECH&AE,105D    ,"AYYASWAMY, PORTONOVO S",85.0,3.1082352941176468,0.7660765995652028
MECH&AE,157     ,"AYYASWAMY, PORTONOVO S",15.0,3.92,0.1326649916142159
LING   ,1       ,"AZIZ, JAKE",179.0,3.7955307262569833,0.5132676813740058
EC ENGR,279AS   ,"BABAKHANI, AYDIN",91.0,3.9736263736263737,0.08495010149489089
EC ENGR,163A    ,"BABAKHANI, AYDIN",77.0,3.745454545454545,0.39757232603312676
LAW    ,345     ,"BABBE, DAVID BRYCE",12.0,4.0,0.0
LAW    ,762     ,"BABBE, DAVID BRYCE",12.0,4.0,0.0
LAW    ,757     ,"BABBE, DAVID BRYCE",15.0,3.8733333333333335,0.3295788558482206
NEUROSC,189HC   ,"BABIEC, WALTER EDWARD",10.0,4.0,0.0
NEUROSC,M135    ,"BABIEC, WALTER EDWARD",21.0,3.8476190476190473,0.34312159113622515
PHYSCI ,M135    ,"BABIEC, WALTER EDWARD",18.0,3.855555555555556,0.2773329772077486
NEUROSC,10      ,"BABIEC, WALTER EDWARD",126.0,3.380952380952381,0.7342758321859888
NEUROSC,101L    ,"BABIEC, WALTER EDWARD",64.0,3.665625,0.43019572217189705
NEUROSC,181     ,"BABIEC, WALTER EDWARD",32.0,3.40625,0.5147435647970745
SOCIOL ,180D    ,"BABON, KIM",103.0,3.702912621359223,0.4955052948449109
SOCIOL ,1       ,"BABON, KIM",118.0,3.6940677966101694,0.4459407068744537
SOCIOL ,180B    ,"BABON, KIM",133.0,3.594736842105263,0.4024951855077835
PHYSICS,110A    ,"BACHTIS, MICHALIS",75.0,3.0439999999999996,0.7975362060746835
PHYSICS,110B    ,"BACHTIS, MICHALIS",105.0,3.0961904761904764,0.8340290973026014
PHYSICS,210B    ,"BACHTIS, MICHALIS",27.0,3.574074074074074,0.41507928077398226
PHYSICS,170A    ,"BACHTIS, MICHALIS",26.0,3.580769230769231,0.4296861383786925
PHYSICS,210A    ,"BACHTIS, MICHALIS",31.0,3.3774193548387097,0.7438824384309899
PHYSICS,180F    ,"BACHTIS, MICHALIS",44.0,3.777272727272727,0.33225376142862717
CHEM   ,269D    ,"BACKUS, KERIANN MARIE",15.0,3.913333333333333,0.1927577639306795
C&S BIO,M32     ,"BADREDDINE, RANA",10.0,3.46,0.6036555309114627
MATH   ,M32T    ,"BADREDDINE, RANA",10.0,3.6700000000000004,0.4196427051671457
MATH   ,131A    ,"BADREDDINE, RANA",57.0,3.4736842105263155,0.7593917962929336
MATH   ,31B     ,"BADREDDINE, RANA",206.0,3.068932038834951,0.9541456938487004
LING   ,C135    ,"BAE, HYUN",28.0,3.857142857142857,0.3499271061118826
LING   ,C140    ,"BAE, HYUN",32.0,3.790625,0.5886209386141475
MATH   ,170A    ,"BAEUMLER, JOHANNES",30.0,3.32,0.7608766873372672
MATH   ,170B    ,"BAEUMLER, JOHANNES",15.0,3.493333333333333,1.0617386160863176
MATH   ,170E    ,"BAEUMLER, JOHANNES",271.0,3.238376383763838,0.855459751251068
MATH   ,171     ,"BAEUMLER, JOHANNES",73.0,3.1972602739726033,1.0495886477652725
EC ENGR,101A    ,"BAHADORI, KEYVAN",61.0,3.368852459016393,0.5167810151078699
BIOSTAT,201A    ,"BAHR, KAITLIN",18.0,3.9833333333333334,0.06871842709362763
LING   ,C140    ,"BAHTINA, DARIA",94.0,3.7851063829787237,0.3631884355902479
ANTHRO ,M150    ,"BAHTINA, DARIA",176.0,3.6431818181818176,0.7905400131534736
LING   ,11      ,"BAHTINA, DARIA",112.0,3.8857142857142857,0.3300046381863288
LING   ,170     ,"BAHTINA, DARIA",234.0,3.7461538461538457,0.5891524350420494
COMM   ,188B    ,"BAHTINA, DARIA",280.0,3.881785714285714,0.49330194731471494
LING   ,144     ,"BAHTINA, DARIA",24.0,3.595833333333333,0.6154125761543137
SOCIOL ,20      ,"BAHTINA, DARIA",234.0,3.0636752136752134,0.7552133318242769
A&O SCI,1       ,"BAIJNATH-RODINO, JANINE ANN",92.0,2.8576086956521736,1.06518356201828
A&O SCI,3       ,"BAIJNATH-RODINO, JANINE ANN",106.0,2.9377358490566032,0.8558844956224646
A&O SCI,1L      ,"BAIJNATH-RODINO, JANINE ANN",15.0,3.493333333333333,0.9828303798497254
A&O SCI,3L      ,"BAIJNATH-RODINO, JANINE ANN",30.0,3.78,0.7372923436466704
EDUC   ,126     ,"BAILEY, ALISON",99.0,3.832323232323232,0.47965229048060376
EDUC   ,217D    ,"BAILEY, ALISON",42.0,3.945238095238095,0.1635941274885894
EDUC   ,146     ,"BAILEY, ALISON",32.0,3.778125,0.38708395003538965
EPIDEM ,249     ,"BAILEY, JULIA N",107.0,3.9598130841121493,0.1445972900071234
NURSING,407     ,"BAILEY, KENNETH DAVID",58.0,3.743103448275862,0.3944057375979442
ECON   ,244     ,"BAILEY, MARTHA JANE",22.0,3.8545454545454545,0.21893808325076902
ECON   ,242     ,"BAILEY, MARTHA JANE",12.0,3.891666666666666,0.2099933861392359
ECON   ,152     ,"BAILEY, MARTHA JANE",98.0,3.478571428571429,0.6051226895330857
WL ARTS,186A    ,"BAIN, BRYONN ROLLY",14.0,4.0,0.0
WL ARTS,1       ,"BAIN, BRYONN ROLLY",24.0,3.8791666666666664,0.21209110987707355
GENDER ,M172    ,"BAIN, BRYONN ROLLY",18.0,3.9833333333333334,0.06871842709362763
AF AMER,188A    ,"BAIN, BRYONN ROLLY",10.0,4.0,0.0
AF AMER,M172    ,"BAIN, BRYONN ROLLY",21.0,3.7809523809523813,0.39954622787434346
AF AMER,M113D   ,"BAIN, BRYONN ROLLY",10.0,4.0,0.0
LAW    ,231     ,"BAINBRIDGE, STEPHEN M",45.0,3.5622222222222217,0.34659543427709555
LAW    ,228     ,"BAINBRIDGE, STEPHEN M",337.0,3.4605341246290804,0.3548941575721319
LAW    ,230     ,"BAINBRIDGE, STEPHEN M",232.0,3.4918103448275857,0.390260962950856
COM SCI,30      ,"BAIR, KAYLIE MARIE",69.0,3.423188405797102,0.9646122488286223
ART HIS,185     ,"BAKER, GEORGE THOMAS",24.0,3.9125,0.13635890143294635
ART HIS,C129B   ,"BAKER, GEORGE THOMAS",67.0,3.4462686567164176,0.9262874635538374
ART HIS,23      ,"BAKER, GEORGE THOMAS",509.0,3.571512770137524,0.6664820334543713
MATH   ,118     ,"BAKER, JUSTIN",75.0,3.6359999999999997,0.45946055325783963
AN N EA,M50B    ,"BAKHOS, CAROL ANN",84.0,3.3547619047619044,0.8598732965779322
M E STD,M50B    ,"BAKHOS, CAROL ANN",59.0,3.2406779661016953,0.7781156386692315
RELIGN ,M50     ,"BAKHOS, CAROL ANN",110.0,3.1509090909090904,0.9467403843567153
RELIGN ,113     ,"BAKHOS, CAROL ANN",78.0,3.5589743589743583,0.4447517018130619
RELIGN ,191     ,"BAKHOS, CAROL ANN",10.0,3.5599999999999996,0.4029888335921977
LAW    ,547     ,"BAKHSHAY, SHIRIN",31.0,3.9290322580645163,0.15901622637246754
LAW    ,309     ,"BAKHSHAY, SHIRIN",142.0,3.4971830985915493,0.3677000580256807
LAW    ,202     ,"BAKHSHAY, SHIRIN",59.0,3.510169491525424,0.34380469192243013
ART HIS,32      ,"BALAFREJ, LAMIA",309.0,3.781229773462783,0.6120979168609505
ART HIS,185     ,"BALAFREJ, LAMIA",14.0,3.7857142857142856,0.32919196062294037
ART HIS,119A    ,"BALAFREJ, LAMIA",79.0,3.9050632911392404,0.20182630342382374
MAT SCI,226     ,"BALANDIN, ALEXANDER ALEXEE",51.0,3.83921568627451,0.2780029844476205
EPIDEM ,268     ,"BALASUBRAMANIAN, AKHILA",10.0,4.0,0.0
LAW    ,989     ,"BALDWIN CLARK, LATOYA JASMINE",23.0,3.569565217391304,0.29990546714748767
LAW    ,617     ,"BALDWIN CLARK, LATOYA JASMINE",19.0,3.9210526315789473,0.13210421471590658
LAW    ,317     ,"BALDWIN CLARK, LATOYA JASMINE",34.0,3.4970588235294118,0.2884902833695027
LAW    ,266     ,"BALDWIN CLARK, LATOYA JASMINE",129.0,3.4821705426356586,0.34561474550510474
LAW    ,130     ,"BALDWIN CLARK, LATOYA JASMINE",86.0,3.4430232558139537,0.3565143585204671
LAW    ,311     ,"BALDWIN CLARK, LATOYA JASMINE",116.0,3.506896551724138,0.3612058678283434
RELIGN ,M60A    ,"BALKWILL, STEPHANIE",18.0,3.4000000000000004,0.9735387911006823
CHIN   ,M60     ,"BALKWILL, STEPHANIE",201.0,3.787064676616916,0.6880152728809389
ASIAN  ,151     ,"BALKWILL, STEPHANIE",17.0,3.8882352941176466,0.1936715015665215
ASIAN  ,163     ,"BALKWILL, STEPHANIE",18.0,3.6944444444444446,0.32740091329239046
ASIAN  ,M60     ,"BALKWILL, STEPHANIE",128.0,3.5242187499999997,0.7378967252593261
CHIN   ,CM160   ,"BALKWILL, STEPHANIE",10.0,3.97,0.08999999999999996
SCAND  ,40      ,"BALL, KIMBERLY A",305.0,3.445245901639344,0.7309450576050855
SCAND  ,40W     ,"BALL, KIMBERLY A",75.0,3.701333333333334,0.41003848057902514
SCAND  ,C133A   ,"BALL, KIMBERLY A",40.0,3.6000000000000005,0.7493330367733695
SCAND  ,C180    ,"BALL, KIMBERLY A",77.0,3.3857142857142857,0.9752408008620478
SCAND  ,165B    ,"BALL, KIMBERLY A",51.0,3.5921568627450977,0.5762771450813391
SCAND  ,147A    ,"BALL, KIMBERLY A",38.0,3.2578947368421054,0.8755844901812638
SCAND  ,138     ,"BALL, KIMBERLY A",120.0,3.158333333333333,0.912558978307095
SCAND  ,134     ,"BALL, KIMBERLY A",69.0,3.318840579710145,0.8636416598417175
ELTS   ,150     ,"BALL, KIMBERLY A",23.0,3.465217391304348,0.6676426378471162
ELTS   ,151     ,"BALL, KIMBERLY A",67.0,3.298507462686567,0.9818490836572782
SCAND  ,172A    ,"BALL, KIMBERLY A",30.0,3.436666666666667,0.6274197602527
MATH   ,210A    ,"BALMER, PAUL",18.0,2.9111111111111114,0.8549781601426949
MATH   ,115AH   ,"BALMER, PAUL",52.0,3.0999999999999996,1.049542024665264
MATH   ,115B    ,"BALMER, PAUL",25.0,2.988,1.0347250842615154
MATH   ,210B    ,"BALMER, PAUL",11.0,2.909090909090909,0.896918507957861
MATH   ,212B    ,"BALMER, PAUL",10.0,4.0,0.0
MATH   ,212A    ,"BALMER, PAUL",11.0,3.972727272727273,0.0862439361864103
MAT SCI,104     ,"BALONIS, MAGDALENA",72.0,3.15,0.9517527690179489
MAT SCI,131     ,"BALONIS, MAGDALENA",84.0,3.3333333333333335,0.7830546616773334
MAT SCI,130     ,"BALONIS, MAGDALENA",159.0,3.1622641509433964,0.8815851393355238
MAT SCI,161L    ,"BALONIS, MAGDALENA",107.0,3.6542056074766354,0.7080683706667384
SOC WLF,M290K   ,"BANDO, LILLIAN FABROS",70.0,3.5828571428571427,0.46689595921863997
MAT SCI,104     ,"BANERJEE, AMARTYA SANKAR",236.0,3.027966101694915,1.0083873342124332
MAT SCI,201     ,"BANERJEE, AMARTYA SANKAR",84.0,3.517857142857143,0.5059551820650753
MAT SCI,10      ,"BANERJEE, AMARTYA SANKAR",126.0,3.837301587301587,0.2540885131940502
MAT SCI,141L    ,"BANERJEE, AMARTYA SANKAR",111.0,3.9891891891891893,0.05591394828534375
ASIA AM,112C    ,"BANERJEE, NEELANJANA",63.0,3.9206349206349205,0.19933120731365842
ASIA AM,M191F   ,"BANERJEE, NEELANJANA",13.0,3.6692307692307695,1.062207147249838
ASIA AM,104B    ,"BANERJEE, NEELANJANA",60.0,3.99,0.05385164807134501
BIOSTAT,M234    ,"BANERJEE, SUDIPTO",47.0,3.938297872340426,0.18855914077535765
BIOSTAT,241     ,"BANERJEE, SUDIPTO",22.0,3.9681818181818183,0.14580922665768584
MCD BIO,145     ,"BANERJEE, UTPAL",30.0,3.93,0.12688577540449514
